competition_id;skill_id
11;81
11;81
11;81
11;81
11;81
11;81
11;81
11;81
11;81
11;82
11;83
11;83
11;83
11;83
11;83
11;83
11;83
11;83
11;83
11;84
11;84
11;84
11;84
11;84
11;84
11;84
11;84
10;84
10;85
10;85
10;85
10;85
10;85
10;85
10;85
10;85
10;85
10;86
10;86
10;86
10;86
10;86
10;86
10;86
10;86
10;86
10;87
10;87
10;87
10;87
10;87
10;87
10;87
10;87
10;87
10;87
10;87
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;88
10;89
9;89
9;89
8;89
8;89
8;89
8;89
8;89
8;89
8;89
8;90
8;90
8;90
8;90
8;90
8;90
8;90
8;90
8;90
8;91
8;91
8;91
8;91
8;91
8;91
8;91
8;91
8;92
8;92
8;92
8;92
8;92
8;92
8;92
8;92
8;93
8;93
8;93
8;93
8;93
8;93
8;94
8;94
8;94
8;94
8;94
8;94
8;94
8;94
8;94
8;94
8;95
8;95
8;95
8;95
8;95
8;96
8;96
8;96
7;96
7;96
7;96
7;96
7;96
7;97
7;97
7;97
6;97
6;98
6;98
6;98
6;98
6;99
6;99
6;99
5;99
5;100
5;100
5;100
5;100
5;100
5;100
5;100
5;100
5;101
5;101
5;101
5;101
5;101
5;101
5;101
5;101
5;101
5;101
5;102
5;102
5;102
5;102
5;102
5;102
5;102
5;102
5;102
5;102
5;102
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;103
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;104
5;105
5;105
5;105
5;105
5;105
5;106
5;106
5;106
5;106
5;106
5;106
5;106
5;107
5;107
5;107
5;107
5;107
5;107
5;107
5;108
5;108
5;108
5;108
5;108
5;111
5;111
5;111
5;111
5;111
5;111
5;111
5;111
5;111
5;112
5;112
5;112
5;112
5;112
4;112
4;112
4;112
4;112
4;113
4;113
4;113
4;113
4;113
4;113
4;113
4;113
4;114
4;114
4;114
4;114
4;114
4;114
4;114
4;114
4;114
4;115
4;115
4;115
4;115
4;116
4;116
4;116
4;116
4;116
4;116
4;116
4;117
4;117
4;117
4;117
4;117
4;117
4;117
4;117
4;117
4;119
4;119
4;119
4;119
4;119
4;119
4;119
4;240
4;240
4;241
4;241
4;241
4;242
4;244
4;244
4;244
4;244
4;246
4;246
4;246
4;246
4;247
4;247
4;253
4;253
4;253
4;254
4;255
4;256
4;257
4;258
4;260
4;261
4;262
4;263
4;265
4;266
4;267
4;268
4;269
4;270
4;271
3;272
3;273
3;274
3;275
2;276
2;277
2;278
2;279
2;280
2;286
1;287
1;288
1;289
1;290
1;291
1;292
1;293
1;294
